distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
2447,13.471,8.45,0,0.253,1,0.1179,0.036413416,0,1
2606,13.779,8.22,0,0.249,1,0.2134,0.09828885,0,1
1049,15.513,0.42476,1,2.1,0,0.0637,0.02162902,0,1
1493,13.502,9.32,0,0.269,1,0.2212,0.10759754,0,1
825,13.566,8.15,0,0.248,1,0.1694,0.081861734,0,1
1020,13.74,7.13,0,0.229,1,0.1012,0.035318274,0,1
988,14.128,11.4,0,0.302,1,0.165,0.078028746,0,1
1861,13.387,5.65,0,0.2,1,0.1272,0.043805614,0,1
2236,13.209,6.17,0,0.211,1,0.0594,0.013415469,0,1
1508,14.032,9.8,0,0.277,1,0.0276,0.004928131,0,1
4456,15.367,36,0,0.283,1,0.2255,0.10568104,0,1
4456,15.367,5.14,0,2.12,0,0.091,0.026830938,0,1
1273,12.293,7.8,0,0.242,1,0.5886,0.4728268,0,1
3460,13.383,11.2,0,0.3,1,0.0641,0.013963039,0,1
724,13.598,6.8,0,0.223,1,0.098,0.038056124,0,1
3142,13.667,5.14,0,2.12,0,0.1553,0.058590006,0,1
2668,14.205,7.7,0,0.24,1,0.1087,0.03613963,0,1
1236,14.48,15.1,0,0.357,1,0.058,0.016427105,0,1
2072,14.805,11,0,0.229,1,0.2283,0.117453806,0,1
2072,14.805,8.91,0,0.261,1,0.4453,0.32032853,0,1
1735,14.626,17.9,0,0.394,1,0.0747,0.023545519,0,1
1015,15.278,7.9,0,0.244,1,0.0893,0.03394935,0,1
2752,14.476,14.8,0,0.352,1,0.0612,0.01451061,0,1
2376,15.034,19.4,0,0.413,1,0.0484,0.010951404,0,1
2252,14.49,17,0,0.383,1,0.0293,0.005201916,0,1
3174,14.448,8.4,0,0.252,1,0.1201,0.044353183,0,1
2201,14.316,5.65,0,0.2,1,0.0973,0.032032855,0,1
6841,14.723,7.61,0,0.238,1,0.0469,0.010130048,0,1
2159,14.899,6.21,0,0.211,1,0.1759,0.07939767,0,1
2534,14.863,12.7,0,0.322,1,0.1277,0.048186176,0,1
2027,14.427,7.65,0,0.239,1,0.0593,0.014784395,0,1
3238,14.908,23.7,0,0.465,1,0.1333,0.049281314,0,1
1844,14.901,9.75,0,0.276,1,0.1418,0.06078029,0,1
2815,14.883,19.4,0,0.413,1,0.0484,0.010403832,0,1
3396,15.231,12.9,0,0.325,1,0.0501,0.011498973,0,1
1841,15.217,5.27,0,2.15,0,0.1247,0.050376453,0,1
1823,14.827,5.69,0,0.201,1,0.1229,0.04517454,0,1
426,15.216,5.73,0,0.202,1,0.0794,0.030116359,0,1
2082,14.244,10.1,0,0.282,1,0.1981,0.0936345,0,1
2978,12.598,22.1,0,0.581,1,0.1028,0.028747434,0.04,1
1853,14.451,6.57,0,0.219,1,0.0497,0.011772759,0,1
2361,14.951,7.46,0,0.236,1,0.0546,0.013141684,0,1
1646,14.679,7.18,0,0.23,1,0.1192,0.047091037,0,1
2517,14.292,8.2,0,0.249,1,0.1486,0.06078029,0,1
2228,14.671,6.3,0,0.213,1,0.0723,0.021081451,0,1
2786,14.864,6.3,0,0.213,1,0.0788,0.025735795,0,1
2014,14.627,10.7,0,0.292,1,0.179,0.081861734,0,1
1710,15.155,7.04,0,0.227,1,0.1348,0.07036277,0,1
1057,15.308,7.13,0,0.229,1,0.0683,0.022450376,0,1
2296,14.701,7.41,0,0.235,1,0.2259,0.11115674,0,1
2000,15.097,13.1,0,0.328,1,0.1254,0.05065024,0,1
2829,14.883,5.82,0,0.203,1,0.0689,0.01779603,0,1
6031,14.973,16.5,0,0.376,1,0.2281,0.09637235,0,1
1909,14.188,8.4,0,0.252,1,0.0375,0.007665982,0,1
2263,14.435,8.2,0,0.249,1,0.0331,0.005749486,0,1
2570,15.011,5.6,0,2.23,0,0.0952,0.029842572,0,1
3945,14.8,7.41,0,0.235,1,0.052,0.011498973,0,1
1999,14.775,5.77,0,0.203,1,0.1196,0.04517454,0,1
3162,15.086,35.5,0,0.248,1,0.0927,0.027926078,0,1
3162,15.086,8.96,0,0.262,1,0.236,0.109787814,0,1
4638,14.554,15.2,0,0.359,1,0.0647,0.01615332,0,1
2561,14.628,11.4,0,0.302,1,0.3554,0.22231348,0,1
3762,14.846,6.3,0,0.213,1,0.0397,0.007665982,0,1
3176,14.622,8.6,0,0.256,1,0.1508,0.05804244,0,1
2509,14.906,5.39,0,2.18,0,0.1089,0.037234772,0,1
2097,15.067,17.4,0,0.331,1,0.1582,0.06926762,0,1
3340,14.128,11.8,0,0.309,1,0.156,0.05831622,0,1
2164,14.12,6.21,0,0.211,1,0.1056,0.03559206,0,1
2222,14.829,9.4,0,0.27,1,0.3576,0.2368241,0,1
1822,15.067,8.45,0,0.253,1,0.1128,0.04298426,0,1
2022,14.846,8.75,0,0.259,1,0.1536,0.06488707,0,1
5022,14.969,7.51,0,0.236,1,0.1502,0.057768654,0,1
5022,14.969,34.5,0,0.58,1,0.5001,0.35017112,0,1
3348,14.791,7.22,0,0.231,1,0.1735,0.070910335,0,1
3964,14.895,11,0,0.295,1,0.17,0.06652977,0,1
1693,14.672,8.05,0,0.246,1,0.2122,0.108692676,0,1
3088,14.84,12.9,0,0.325,1,0.0685,0.017522246,0,1
3477,14.96,11.2,0,0.299,1,0.0682,0.01779603,0,1
3344,13.95,4.16,0,1.99,0,0.1012,0.032580424,0,1
2759,14.816,16.3,0,0.374,1,0.0719,0.019164955,0,1
2759,14.816,10.9,0,0.294,1,0.5594,0.41587952,0,1
4715,15.191,8.45,0,0.253,1,0.0452,0.010130048,0,1
2810,14.795,5.86,0,0.204,1,0.1232,0.04325804,0,1
1722,14.81,6.3,0,0.213,1,0.1027,0.03832991,0,1
3085,15.021,6.48,0,0.217,1,0.0927,0.027378507,0,1
3085,15.021,11.5,0,0.304,1,0.4024,0.24750172,0,1
3085,15.021,7.52,0,0.237,1,0.2749,0.13990417,0,1
3986,15.087,7.27,0,0.232,1,0.046,0.009856262,0,1
2938,14.84,10.1,0,0.282,1,0.0611,0.014784395,0,1
1093,15.277,5.27,0,2.15,0,0.24861,0.16399726,0.25,1
4421,14.844,11,0,0.296,1,0.1053,0.035318274,0,1
1269,15.22,5.9,0,0.205,1,0.031,0.007118412,0,1
929,15.052,5.18,0,2.13,0,0.0978,0.039151266,0,1
2406,15.028,9.32,0,0.269,1,0.0854,0.024914443,0,1
2441,13.637,5.95,0,0.206,1,0.1172,0.039972622,0,1
2073,14.086,5.86,0,0.204,1,0.115,0.039698835,0,1
3211,14.181,13.4,0,0.333,1,0.2327,0.111430526,0,1
981,13.965,14,0,1.95,0,0.12,0.049828887,0,1
2739,14.001,10.2,0,0.284,1,0.5729,0.4421629,0,1
2486,13.563,8.75,0,0.259,1,0.1447,0.049281314,0,1
1138,13.442,5.52,0,2.21,0,0.1885,0.08487337,0,1
2220,13.812,5.89,0,0.205,1,0.1618,0.06516085,0,1
3722,13.36,7.46,0,0.236,1,0.1764,0.06406571,0,1
1012,13.906,18.1,0,0.397,1,0.1185,0.044079397,0,1
2564,13.5,20.2,0,0.424,1,0.1867,0.06351814,0,1
2773,13.358,6.26,0,0.212,1,0.0966,0.027926078,0,1
1820,13.885,7.08,0,0.228,1,0.1566,0.06078029,0,1
2550,13.335,8.75,0,0.259,1,0.0589,0.012046544,0,1
4299,14.031,10.1,0,0.281,1,0.0466,0.008761123,0,1
3828,13.944,5.06,0,2.1,0,0.049,0.009034907,0,1
3549,14.067,15.1,0,0.357,1,0.1827,0.08131417,0,1
2075,14.027,10.5,0,0.287,1,0.1341,0.047638603,0,1
1676,13.556,5.73,0,0.202,1,0.1805,0.081861734,0,1
2885,13.825,9.06,0,0.264,1,0.0421,0.008213553,0,1
1662,14.233,6.21,0,0.211,1,0.1409,0.058590006,0,1
1287,13.618,6.76,0,0.222,1,0.0503,0.011498973,0,1
2455,13.568,7.8,0,0.242,1,0.2559,0.12703627,0,1
2904,15.549,9.91,0,0.278,1,0.0232,0.003559206,0,1
5519,15.404,12.2,0,0.314,1,0.1654,0.067077346,0,1
2357,15.758,6.8,0,0.223,1,0.1204,0.048459962,0,1
991,10.922,5.4,0,0.23,1,0.068,0.01615332,0.02,1
1854,15.559,7.13,0,0.229,1,0.0759,0.025462013,0,1
1744,16.016,9.64,0,0.274,1,0.0585,0.016427105,0,1
2661,15.598,5.39,0,2.18,0,0.1408,0.059411366,0,1
3468,15.881,7.27,0,0.232,1,0.0559,0.013689254,0,1
3947,15.663,7.56,0,0.237,1,0.0374,0.006844627,0,1
1999,15.612,7.27,0,0.232,1,0.1148,0.043805614,0,1
4921,15.422,6.35,0,0.214,1,0.0542,0.012320329,0,1
7511,15.362,20.1,0,0.422,1,0.2288,0.113347024,0,1
2559,15.365,7.75,0,0.241,1,0.0768,0.022997946,0,1
6731,15.742,20.8,0,0.431,1,0.0529,0.011225188,0,1
3924,15.29,8.25,0,0.25,1,0.1352,0.04873374,0,1
3811,15.491,7.7,0,0.24,1,0.0503,0.011772759,0,1
3373,15.513,6.8,0,0.223,1,0.2163,0.105133474,0,1
2995,15.592,34.8,0,0.583,1,0.0455,0.010130048,0,1
2171,15.605,6.53,0,0.218,1,0.0325,0.006297057,0,1
963,17.15,9.48,0,0.271,1,0.0798,0.03175907,0,1
6374,15.504,25,0,0.48,1,0.067,0.018069815,0,1
5957,15.161,23.1,0,0.459,1,0.0732,0.019986311,0,1
3008,15.771,9.32,0,0.269,1,0.0983,0.03394935,0,1
3690,16.172,8.96,0,0.262,1,0.1171,0.04298426,0,1
4868,15.321,6.44,0,0.216,1,0.0469,0.010130048,0,1
2241,15.584,9.69,0,0.275,1,0.1635,0.07227926,0,1
5647,15.695,11.2,0,0.3,1,0.064,0.018617386,0,1
2067,15.695,12.2,0,0.314,1,0.1326,0.056125943,0,1
3692,15.938,8.7,0,0.258,1,0.1449,0.061327856,0,1
470,10.077,7.65,0,0.21,1,0.0617,0.014784395,0,1
5432,15.701,29.6,0,0.531,1,0.081,0.021081451,0,1
3234,15.676,9.85,0,0.277,1,0.1495,0.059685145,0,1
3337,15.284,8.25,0,0.25,1,0.0659,0.017522246,0,1
4620,15.308,31.3,0,0.548,1,0.0535,0.011498973,0,1
4167,15.888,16,0,0.368,1,0.0471,0.010130048,0,1
6510,15.716,13.1,0,0.328,1,0.1255,0.044626966,0,1
2383,13.866,5.65,0,0.2,1,0.094,0.037508555,0.16,1
4866,15.202,30,0,0.534,1,0.3577,0.22149213,0,1
2525,15.056,8.45,0,0.253,1,0.0895,0.028473647,0,1
4008,15.454,7.32,0,0.233,1,0.047,0.010403832,0,1
903,16.331,5.1,0,2.11,0,0.232,0.15359342,0,1
4548,15.61,8.91,0,0.261,1,0.0426,0.008761123,0,1
2169,15.261,8.85,0,0.261,1,0.1173,0.044079397,0,1
2037,15.635,11.5,0,0.304,1,0.1429,0.06461328,0,1
2846,16.161,11.5,0,0.304,1,0.1378,0.057494868,0,1
2846,16.161,21,0,0.433,1,0.6732,0.6212183,0,1
3555,15.171,6.71,0,0.221,1,0.0748,0.020260096,0,1
4330,15.204,13.5,0,0.335,1,0.0933,0.027378507,0,1
2071,15.314,8.75,0,0.259,1,0.0873,0.028473647,0,1
9151,15.756,6.44,0,0.216,1,0.052,0.012046544,0,1
3023,15.963,7.46,0,0.236,1,0.0583,0.014784395,0,1
4043,15.489,7.41,0,0.235,1,0.0514,0.011225188,0,1
4043,15.489,8.35,0,0.252,1,0.4471,0.28774813,0,1
2783,15.284,10.8,0,0.294,1,0.0433,0.009034907,0,1
2486,15.362,10.7,0,0.291,1,0.1406,0.059685145,0,1
2713,15.453,6.94,0,0.226,1,0.0546,0.014236824,0,1
5758,15.585,11.1,0,0.298,1,0.0625,0.015605749,0,1
6267,15.567,12.5,0,0.319,1,0.0432,0.008761123,0,1
570,16.53,5.39,0,2.18,0,0.0691,0.026009582,0,1
2990,15.561,8.35,0,0.252,1,0.1483,0.056947295,0,1
3775,14.469,12.4,0,0.318,1,0.0583,0.01670089,0,1
2267,15.492,9.01,0,0.263,1,0.0965,0.031485286,0,1
3280,15.809,8.91,0,0.261,1,0.0428,0.009856262,0,1
3633,15.793,6.8,0,0.223,1,0.1552,0.06735113,0,1
4471,15.711,11,0,0.296,1,0.1054,0.034223136,0,1
4704,16.022,18.9,0,0.408,1,0.0462,0.009856262,0,1
5421,15.186,9.11,0,0.265,1,0.0744,0.019164955,0,1
1596,15.357,10.6,0,0.289,1,0.0744,0.022997946,0,1
5808,15.427,5.31,0,2.16,0,0.0915,0.027104722,0,1
10918,15.595,24.1,0,0.47,1,0.1916,0.09746748,0,1
5565,15.37,6.9,0,0.225,1,0.0745,0.020260096,0,1
2352,16.153,9.8,0,0.277,1,0.1054,0.047364816,0,1
4228,14.634,9.64,0,0.274,1,0.093,0.025735795,0,1
2481,15.211,6.62,0,0.219,1,0.1263,0.047638603,0,1
4020,15.864,8.3,0,0.251,1,0.1353,0.05147159,0,1
4901,14.379,6.71,0,0.221,1,0.1019,0.033127997,0,1
4901,14.379,5.14,0,2.12,0,0.1447,0.056125943,0,1
3502,14.579,5.77,0,0.203,1,0.2329,0.11444216,0,1
2585,15.181,9.59,0,0.273,1,0.0772,0.023819301,0,1
3511,14.709,6.48,0,0.217,1,0.1754,0.07583847,0,1
7495,15.825,11.4,0,0.302,1,0.066,0.01670089,0,1
7343,15.678,35.7,0,0.592,1,0.5874,0.4421629,0,1
3815,14.984,8.85,0,0.261,1,0.0778,0.020260096,0,1
3035,14.852,5.9,0,0.205,1,0.1694,0.051745377,0,1
2994,12.886,10.2,0,0.283,1,0.1114,0.030390145,0,1
3472,16.207,8.7,0,0.258,1,0.1019,0.03613963,0,1
1458,12.843,10.4,0,0.286,1,0.5444,0.4344969,0,1
1683,14.153,6.04,0,0.208,1,0.0684,0.01943874,0,1
1583,15.253,6.48,0,0.217,1,0.2548,0.14647502,0,1
5793,15.45,7.04,0,0.227,1,0.0835,0.022997946,0,1
4828,14.723,5.14,0,2.12,0,0.0951,0.023545519,0,1
2294,15.534,5.39,0,2.18,0,0.101,0.037508555,0,1
4131,14.473,9.53,0,0.272,1,0.1256,0.039972622,0,1
3038,13.599,5.1,0,2.11,0,0.1036,0.030390145,0,1
4290,14.751,5.35,0,2.17,0,0.181,0.07419576,0,1
3172,14.221,6.3,0,0.213,1,0.1174,0.037508555,0,1
4923,15.166,37.9,0,0.614,1,0.5167,0.36550307,0,1
4923,15.166,8.15,0,0.248,1,0.1214,0.04161533,0,1
3330,14.036,10.9,0,0.31,1,0.117,0.036960986,0.02,1
3330,14.036,5.9,0,0.332,1,0.187,0.07501711,0.03,1
3330,14.036,6,0,0.639,1,0.287,0.14264202,0.03,1
3330,14.036,4.1,0,0.311,1,0.386,0.2220397,0.01,1
3325,15.92,8.5,0,0.254,1,0.1106,0.038603697,0,1
2546,15.01,12.3,0,0.316,1,0.2265,0.109787814,0,1
2087,13.856,13.8,0,0.338,1,0.2678,0.1377139,0,1
2083,12.586,8.7,0,0.258,1,0.1978,0.08459959,0,1
3136,14.875,9.32,0,0.269,1,0.2901,0.1522245,0,1
1205,15.23,6.93,0,0.238,1,0.0648,0.01943874,0,1
1205,15.23,6.74,0,0.244,1,0.0792,0.026009582,0,1
3213,14.046,7.75,0,0.241,1,0.1583,0.06461328,0,1
4837,13.815,12.3,0,0.317,1,0.1024,0.027652293,0,1
2740,14.646,5.22,0,2.14,0,0.1439,0.05229295,0,1
6706,14.859,5.14,0,2.12,0,0.0695,0.01670089,0,1
4108,13.438,15.8,0,0.367,1,0.0888,0.023545519,0,1
3017,15.368,22.9,0,0.456,1,0.0886,0.027378507,0,1
2167,15.402,8.05,0,0.246,1,0.1894,0.09089665,0,1
1136,15.258,4.3,0,0.211,1,0.08347,0.03285421,0,1
4525,14.135,30.8,0,0.543,1,0.5829,0.34989733,0,1
6676,15.865,27,0,0.502,1,0.2742,0.14209446,0,1
3503,14.973,5.1,0,2.11,0,0.0678,0.01889117,0,1
2950,15.131,12.15,0,0.363,1,0.1683,0.07227926,0,1
2950,15.131,13.9,0,0.476,1,0.2626,0.14099932,0.01,1
2950,15.131,6.66,0,0.22,1,0.063,0.01615332,0,1
2950,15.131,20.9,0,0.432,1,0.3395,0.20725529,0,1
7849,16.062,8.2,0,0.249,1,0.107,0.031211497,0,1
3197,14.672,7.9,0,0.244,1,0.1013,0.031211497,0,1
2942,15.576,7.08,0,0.228,1,0.1144,0.045448326,0,1
3601,15.424,7.9,0,0.244,1,0.1266,0.04298426,0,1
3081,13.693,7.13,0,0.229,1,0.2341,0.103490755,0,1
3259,15.791,23.8,0,0.467,1,0.479,0.34058863,0,1
3802,15.354,7.22,0,0.231,1,0.0313,0.005749486,0,1
3677,15.684,6.71,0,0.221,1,0.1399,0.054209445,0,1
3340,14.92,7.27,0,0.232,1,0.181,0.07501711,0,1
3340,14.92,5.48,0,2.2,0,0.25,0.12210814,0,1
5281,14.006,6.99,0,0.227,1,0.2654,0.122929506,0,1
3208,15.167,37.2,0,0.607,1,0.3751,0.23381247,0,1
974,12.568,21.1,0,0.434,1,0.3403,0.20835043,0,1
2740,15.977,9.75,0,0.276,1,0.1345,0.055852156,0,1
3446,15.544,10.6,0,0.289,1,0.058,0.013963039,0,1
2774,15.993,5.82,0,0.203,1,0.0463,0.010677618,0,1
3389,15.601,5.52,0,2.21,0,0.039,0.008487337,0,1
4892,15.567,8.75,0,0.259,1,0.122,0.042710472,0,1
6599,15.898,6.35,0,0.214,1,0.0687,0.015879534,0,1
1912,14.635,6.76,0,0.222,1,0.1057,0.03887748,0,1
3900,15.098,19.4,0,0.414,1,0.5375,0.41122517,0,1
3065,15.122,12.7,0,0.322,1,0.2244,0.110609174,0,1
4108,15.326,8.15,0,0.248,1,0.1539,0.058590006,0,1
6446,15.882,13.5,0,0.334,1,0.1572,0.060232718,0,1
3856,15.052,13.5,0,0.335,1,0.1542,0.05639973,0,1
3530,14.822,14.7,0,0.352,1,0.2234,0.109787814,0,1
4053,15.357,8.75,0,0.259,1,0.1771,0.075290896,0,1
1964,14.74,5.14,0,2.12,0,0.1301,0.05065024,0,1
2618,14.429,7.13,0,0.229,1,0.2012,0.091444224,0,1
4022,14.681,6.4,0,0.548,1,0.676,0.5234771,0.04,1
1962,11.845,7.56,0,0.237,1,0.0915,0.021081451,0,1
2125,12.948,6.8,0,0.223,1,0.1432,0.0495551,0,1
7635,15.386,33.6,0,0.572,1,0.2881,0.14620124,0,1
1862,15.967,8.3,0,0.251,1,0.1015,0.03778234,0,1
4194,15.347,9.43,0,0.27,1,0.0699,0.017248461,0,1
3793,15.686,8.15,0,0.248,1,0.0916,0.026830938,0,1
7617,15.457,6.94,0,0.226,1,0.5164,0.39561945,0,1
4956,15.177,6.3,0,0.213,1,0.077,0.021902807,0,1
4066,15.713,7.65,0,0.239,1,0.1392,0.052566737,0,1
3801,14.992,6.99,0,0.227,1,0.223,0.109787814,0,1
4466,14.856,6.94,0,0.226,1,0.302,0.17221081,0,1
2472,14.019,5.1,0,2.11,0,0.2359,0.11416838,0,1
2767,13.883,8.6,0,0.256,1,0.32,0.16344969,0,1
2767,13.883,7.56,0,0.237,1,0.42,0.2516085,0,1
2767,13.883,8.65,0,0.257,1,0.48,0.34195757,0,1
1814,11.767,7.27,0,0.232,1,0.1549,0.05557837,0,1
6539,15.668,8.25,0,0.25,1,0.0339,0.006844627,0,1
3235,15.522,14.2,0,0.344,1,0.0699,0.01615332,0,1
3653,14.806,5.69,0,0.201,1,0.0981,0.030116359,0,1
3267,15.492,6.44,0,0.216,1,0.065,0.01779603,0,1
3267,15.492,13.8,0,0.339,1,0.4029,0.27597538,0,1
3048,14.852,8.6,0,0.256,1,0.2716,0.14045174,0,1
3435,14.293,9.64,0,0.274,1,0.3359,0.16700889,0,1
1993,16.025,6.08,0,0.209,1,0.1805,0.09281315,0,1
3005,14.431,5.95,0,0.206,1,0.2739,0.14264202,0,1
1559,11.671,6.1,0,0.232,1,0.1829,0.07310062,0.04,1
2767,13.89,5.18,0,2.13,0,0.3475,0.19575633,0,1
3318,15.614,6.62,0,0.219,1,0.1041,0.03887748,0,1
5126,15.405,13.4,0,0.332,1,0.3214,0.18535249,0,1
5126,15.405,7.61,0,0.238,1,0.5545,0.41971254,0,1
3856,15.148,5.56,0,2.22,0,0.2689,0.14401095,0,1
4113,15.727,11.1,0,0.298,1,0.3059,0.1631759,0,1
3550,15.803,9.69,0,0.275,1,0.1311,0.047638603,0,1
706,13.25,5.18,0,2.13,0,0.2298,0.123203285,0,1
7504,15.76,29.5,0,0.529,1,0.2559,0.13634497,0,1
4402,15.636,7.41,0,0.235,1,0.2288,0.11854894,0,1
5386,15.599,7.41,0,0.235,1,0.2037,0.08487337,0,1
5646,16.064,5.82,0,0.203,1,0.1773,0.07392197,0,1
1586,14.718,8.8,0,0.26,1,0.0774,0.023819301,0,1
626,13.071,10.84,0,0.313,1,0.03106,0.006844627,0,1
1248,14.841,26.7,0,0.499,1,0.3091,0.19575633,0,1
845,11.871,16.5,0,0.376,1,0.392,0.24202602,0,1
704,13.095,5.99,0,0.207,1,0.118,0.04599589,0,1
1795,14.734,9.96,0,0.279,1,0.1083,0.039698835,0,1
1778,13.387,9.27,0,0.268,1,0.0596,0.014236824,0,1
2690,15.833,25.9,0,0.491,1,0.0559,0.01615332,0,1
2635,12.606,17.6,0,0.391,1,0.1633,0.04052019,0,1
1454,12.382,13,0,0.305,1,0.1017,0.031485286,0,1
929,14.127,5.86,0,0.204,1,0.0414,0.008487337,0,1
1873,14.204,7.04,0,0.227,1,0.1245,0.046269678,0,1
2517,15.091,7.56,0,0.237,1,0.0849,0.027378507,0,1
1483,14.061,5.14,0,2.12,0,0.1063,0.036960986,0,1
1901,13.488,11.4,0,0.302,1,0.512,0.36769336,0,1
3353,14.731,16,0,0.368,1,0.3907,0.2729637,0,1
1855,14.702,6.12,0,0.21,1,0.1027,0.03613963,0,1
1855,14.702,12.9,0,0.326,1,0.6253,0.54401094,0,1
401,10.568,8.46,0,0.238,1,0.1235,0.044353183,0,1
1081,15.21,7.31,0,0.233,1,0.139,0.045722112,0.34,1
1104,13.483,5.18,0,2.13,0,0.0827,0.026283368,0,1
3908,15.084,19.5,0,0.415,1,0.0734,0.019164955,0,1
3302,15.861,14.9,0,0.353,1,0.4217,0.29021218,0,1
1855,14.754,7.37,0,0.234,1,0.162,0.073648185,0,1
2226,13.513,9.22,0,0.267,1,0.2726,0.1357974,0,1
1881,14.882,7.85,0,0.243,1,0.0753,0.022176592,0,1
3136,14.221,7.61,0,0.238,1,0.1005,0.03175907,0,1
2864,14.875,5.95,0,0.206,1,0.0535,0.012320329,0,1
2614,13.099,5.69,0,0.201,1,0.1291,0.04325804,0,1
2330,14.1125,6.17,0,0.211,1,0.3148,0.16454482,0,1
1501,13.599,5.14,0,2.12,0,0.2327,0.117727585,0,1
2216,14.904,9.17,0,0.266,1,0.4451,0.31841207,0,1
1789,13.69,6.17,0,0.211,1,0.276,0.15441479,0,1
2982,15.171,10.7,0,0.291,1,0.4238,0.2882957,0,1
1605,14.717,5.52,0,2.21,0,0.0734,0.021902807,0,1
1143,12.996,3.55,0,1.99,0,0.0256,0.004106776,0,1
2617,14.716,7.27,0,0.232,1,0.0883,0.027104722,0,1
1271,15.626,6.99,0,0.227,1,0.3104,0.2258727,0,1
1058,16.608,9.11,0,0.265,1,0.13,0.060506504,0,1
1989,15.173,7.75,0,0.241,1,0.1701,0.07748117,0,1
3218,14.463,5.99,0,0.207,1,0.0626,0.015605749,0,1
1778,12.364,6.08,0,0.209,1,0.0681,0.016427105,0,1
2049,13.922,29.9,0,0.721,1,0.227,0.10677618,0.07,1
4156,13.834,33.6,0,0.571,1,1.1455,1.2068446,0,1
5202,14.027,19.2,0,0.41,1,1.4062,1.6,0,1
1229,13.209,9.5,0,0.307,1,0.098,0.029842572,0.06,1
2824,13.978,15,0,0.485,1,0.8453,0.7780972,0,1
864,12.969,5.56,0,2.22,0,0.0678,0.018617386,0,1
885,14.23,6.08,0,0.209,1,0.1456,0.06652977,0,1
1556,12.314,15.6,0,0.385,1,0.1013,0.028473647,0.43,1
1556,12.314,35,0,0.585,1,0.3046,0.1486653,0.02,1
824,12.795,17.1,0,0.384,1,0.0504,0.011772759,0.12,1
172,12.492,30.8,0,0.419,1,0.0417,0.011225188,0.04,1
86,16.91,5.95,0,0.206,1,0.029392,0.013689254,0,1
58,11.961,13.3,0,0.331,1,0.0876,0.03942505,0.18,1
262,9.79,29.32,0,0.421,1,0.01679,0.002190281,0,1
1051,13.268,29.24036,0,0.444,1,0.0403,0.009582478,0,1
915,13.138,20.6,0,0.284,1,0.019,0.003559206,0,1
13374,22.783,14.1,0,0.343,1,3.5,7.9,0,1
19246,17.71,20,0,0.421,1,2.8,5.9,0,1
24139,29.3,8.4,0,0.253,1,1.54,3.1,0,1
3370,13.841,0.531,1,0.551,1,0.652,0.37864476,0.07,1
60,5.65,3.63,0,2.06,0,0.068647,0.017248461,0.08,1
57,5.40816,25,0,0.48,1,0.4123,0.2806297,0.05,1
1647,14.243,20,0,0.421,1,0.94,1.1863108,0,1
268,10.249,9.78,0,0.276,1,0.08,0.021902807,0.14,1
222,10.938,2.5,0,0.237,1,0.09429,0.03340178,0.09,1
190,11.595,12.9,0,0.326,1,0.04394,0.011225188,0.22,1
124,12.26,6.28,0,0.215,1,0.0287,0.006844627,0,1
203,15.526,7.85,0,0.243,1,0.0392,0.013963039,0,1
90,12.36,15.4,0,0.326,1,0.1288,0.066255994,0.09,1
553,11.632,8.1,0,0.269,1,0.049,0.011772759,0,1
553,11.632,5.3,0,0.313,1,0.131,0.051197812,0,1
553,11.632,14.8,0,0.337,1,0.211,0.10376455,0,1
362,11.023,9.5,0,0.243,1,0.05186,0.012867898,0.19,1
362,11.023,6.63,0,0.246,1,0.0814,0.025188226,0.07,1
362,11.023,13.6,0,0.261,1,0.137,0.054757014,0.17,1
240,11.922,11.84,0,0.278,1,0.1116,0.045448326,0,1
449,11.758,24.6,0,0.369,1,0.0412,0.009034907,0.34,1
449,11.758,26.7,0,0.499,1,0.0783,0.023819301,0.35,1
534,11.197,22.4,0,0.305,1,0.026,0.005749486,0.06,1
1302,11.722,33,0,0.611,1,0.4607,0.2606434,0.09,1
506,10.622,9,0,0.353,1,0.108,0.03559206,0.04,1
265,9.545,28.3,0,0.476,1,0.16,0.06652977,0.16,1
198,12.39,26.78,0,0.451,1,0.0391,0.009582478,0.06,1
325,13.86,14,0,2.12,0,0.0443,0.012320329,0.019,1
325,13.86,15,0,0.225,1,0.0707,0.024640657,0.062,1
131,11.93,10.8,0,0.28,1,0.1177,0.051745377,0,1
205,11.955,3.01,0,0.229,1,0.0592,0.018069815,0,1
205,11.955,3.86,0,2.207,0,0.0783,0.027378507,0,1
205,11.955,3.94,0,0.256,1,0.1275,0.056673512,0,1
137,9.139,6.89,0,0.225,1,0.0682,0.028473647,0,1
137,9.139,12,0,0.312,1,0.1093,0.057494868,0,1
137,9.139,10.5,0,0.288,1,0.1539,0.09609856,0,1
580,12.324,18.75188,0,0.714,1,0.1293,0.047091037,0.16,1
848,12.297,26,0,0.313,1,0.02234,0.003285421,0,1
296,10.466,13.8,0,0.27,1,0.08911,0.029295003,0.03,1
189,15.211,5.45,0,2.194,0,0.145,0.09637235,0.5,1
325,9.887,1,1,0.244,1,0.05741,0.013415469,0,1
186,14.37,8.8,0,0.247,1,0.0345,0.010130048,0.43,1
73,12.603,6.15,0,0.21,1,0.04526,0.015605749,0.03,1
73,12.603,4.78,0,2.133,0,0.0721,0.031211497,0.03,1
211,13.632,7.51,0,0.236,1,0.0269,0.010951404,0,1
