distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type,,,
708,7.88,1.52,Jupiter,1.21,Jupiter,,3.1,0.21,0,,,
205,9.26,0.35837,Jupiter,1.17,Jupiter,4.074,8.5,0.11,0,,,
398,7.86,0.96,Jupiter,1.23,Jupiter,0.0807,0.01779603,0.04,0,,,
149,9.5,0.62,Jupiter,1.26,Jupiter,0.0498,0.012594113,0.09,0,,,
184,7.13463,0.367,Jupiter,1.19,Jupiter,0.07,0.01615332,0.09,0,,,
181,6.59451,1.44,Jupiter,1.21,Jupiter,3.27,5.3,0.31,0,,,
66,7.92,0.16,Jupiter,0.729,Jupiter,0.26,0.15277207,0,0,,,
442,7.828,1.487,Jupiter,1.21,Jupiter,2.01,2.8,0.13,0,,,
328,5.79389,8.3,Jupiter,1.12,Jupiter,0.95,0.5462012,0.09,0,,,
229,8.63,26.90216,Jupiter,1.07,Jupiter,35.74703,211.3,0.13,0,,,
180,8.65,0.64,Jupiter,1.26,Jupiter,3.38,6.6,0,0,,,
125,7.41,10,Jupiter,1.11,Jupiter,2.61,4.2,0.48,0,,,
306,7.58,10.13,Jupiter,1.11,Jupiter,3.34,5.2,0.19,0,,,
57,5.52,0.94,Jupiter,1.23,Jupiter,2.015,2.7,0.15,0,,,
111,7.971,11.0719,Jupiter,1.11,Jupiter,4.496414,9.8,0.56,0,,,
336,7.8,11,Jupiter,1.11,Jupiter,650,13538.6,0,0,,,
108,6.28262,6.02397,Jupiter,1.14,Jupiter,2.050268,2.9,0.1,0,,,
161,8.01,0.21,Jupiter,0.856,Jupiter,0.269,0.13169062,0.05,0,,,
127,6.99,0.261,Jupiter,0.973,Jupiter,0.102,0.029842572,0.53,0,,,
160,9.38,3.5,Jupiter,1.17,Jupiter,2,3.1,0.85,0,,,
537,7.71,2.414,Jupiter,1.18,Jupiter,1.32,1.1983573,0.03,0,,,
194,8.76,1.42,Jupiter,1.21,Jupiter,1.04,1.0800822,0.13,0,,,
194,8.76,0.99,Jupiter,1.23,Jupiter,2.659,4.4,0.24,0,,,
221,8.751,0.86,Jupiter,1.24,Jupiter,0.33,0.18699522,0.12,0,,,
181,8.78,2.99,Jupiter,1.17,Jupiter,1.259,1.4,0.34,0,,,
206,8.08,0.27,Jupiter,0.993,Jupiter,0.0615,0.014236824,0,0,,,
380,5.94188,0.45,Jupiter,1.28,Jupiter,0.95,0.77700204,0.44,0,,,
139,8.9,21.16046,Jupiter,1.08,Jupiter,12.511098,46.9,0.06,0,,,
329,4.64597,11.09,Jupiter,1.11,Jupiter,2.14,2.3,0.46,0,,,
147,7.83,27.19954,Jupiter,1.06,Jupiter,16.589764,67,0.4,0,,,
145,7.13,7.64087,Jupiter,1.13,Jupiter,13.503729,47.2,0.29,0,,,
94,7.59,8.26484,Jupiter,1.12,Jupiter,2.147271,3.2,0.21,0,,,
94,7.59,19.1473,Jupiter,1.08,Jupiter,17.20592,72.5,0.56,0,,,
372,6.417,4.4,Jupiter,1.15,Jupiter,2.5,2.9,0.26,0,,,
108,6.11006,4.51,Jupiter,1.15,Jupiter,1.82,2.3,0.03,0,,,
1055,6.53649,5,Jupiter,1.15,Jupiter,1.7,1.7,0.24,0,,,
118,6.02078,3.24706,Jupiter,1.17,Jupiter,1.021796,0.8695414,0.28,0,,,
118,6.02078,19.72438,Jupiter,1.08,Jupiter,6.82814,14.9,0.16,0,,,
506,7.88,0.79726,Jupiter,1.24,Jupiter,0.922152,0.6255989,0.17,0,,,
53,9.05,0.36,Jupiter,1.18,Jupiter,1.24,1.8,0.14,0,,,
53,9.05,0.93,Jupiter,1.24,Jupiter,2.44,5,0.2,0,,,
379,4.77044,6.3,Jupiter,1.14,Jupiter,1.6,1.7,0.28,0,,,
311,8.2,8,Jupiter,1,Jupiter,0.5109,0.30061603,0.4,0,,,
91,8.73,1.14,Jupiter,1.22,Jupiter,1.73,2.6,0.23,0,,,
66,4.85,0.357,Jupiter,1.17,Jupiter,5.34,11,0.46,0,,,
123,6.68,0.825,Jupiter,1.24,Jupiter,2.067,3.1,0.08,0,,,
69,7.56,1.1,Jupiter,1.23,Jupiter,1.16,1.351677,0.14,0,,,
69,7.56,0.611,Jupiter,1.26,Jupiter,4.97,11.8,0,0,,,
127,7.43,8.33652,Jupiter,1.12,Jupiter,20.331533,89.5,0.14,0,,,
167,7.51,5.40173,Jupiter,1.14,Jupiter,2.798425,4.4,0.39,0,,,
167,7.51,0.3645,Jupiter,1.18,Jupiter,0.749283,0.61327857,0.23,0,,,
167,7.51,7.69861,Jupiter,1.13,Jupiter,12.245208,40.3,0.06,0,,,
36,6.50066,10.38165,Jupiter,1.11,Jupiter,11.294908,42,0.21,0,,,
286,8.34,8.29,Jupiter,1.12,Jupiter,5,10.1,0.49,0,,,
402,7.88,1.4,Jupiter,1.21,Jupiter,1.65,1.8,0,0,,,
402,7.88,1.27,Jupiter,1.22,Jupiter,,2.5,0.04,0,,,
106,7.26,1.926,Jupiter,1.2,Jupiter,3.787,7.2,0.16,0,,,
767,6.88269,5.63,Jupiter,1.14,Jupiter,1.09,1.187406,0.19,0,,,
123,7.17,0.174,Jupiter,0.766,Jupiter,0.18,0.07063655,0.15,0,,,
301,8.05,2.79,Jupiter,1.172,Jupiter,0.07,0.01670089,0.31,0,,,
109,6.41525,0.622,Jupiter,1.26,Jupiter,3.16,5.3,0.04,0,,,
222,4.68,6.54,Jupiter,1.13,Jupiter,1.93,1.9,0.4,0,,,
336,5.90686,7.67534,Jupiter,1.13,Jupiter,4.332646,5.7,0.73,0,,,
136,7.54,1.51,Jupiter,1.21,Jupiter,0.33,0.17330596,0.03,0,,,
104,5.88051,9.97867,Jupiter,1.11,Jupiter,22.1877,99.6,0.17,0,,,
174,7.659,0.22921,Jupiter,0.901,Jupiter,0.406294,0.23271732,0.23,0,,,
196,7.88,0.75,Jupiter,1.25,Jupiter,0.86,0.74113625,0.34,0,,,
158,8.18,2.98,Jupiter,1.17,Jupiter,0.297,0.16098562,0.07,0,,,
128,9.68,11.05674,Jupiter,1.11,Jupiter,10.780317,40.8,0.17,0,,,
501,8.21,28.83791,Jupiter,1.06,Jupiter,3.49516,4.8,0.6,0,,,
188,8.31,2.97102,Jupiter,1.17,Jupiter,1.348279,1.5,0.45,0,,,
188,8.31,7.40145,Jupiter,1.13,Jupiter,3.979432,7.7,0.11,0,,,
594,6.98656,1.96,Jupiter,1.2,Jupiter,0.54,0.3657769,0.04,0,,,
123,7.85,0.237,Jupiter,0.919,Jupiter,1.837,2.6,0.04,0,,,
238,8.81,0.37745,Jupiter,1.21,Jupiter,2.248182,3.4,0.55,0,,,
123,7.43,2.43,Jupiter,1.18,Jupiter,0.84,0.71923345,0.38,0,,,
123,7.43,1.812,Jupiter,1.2,Jupiter,2.8145,4.7,0.03,0,,,
53,7.48,1.769,Jupiter,1.2,Jupiter,1.084,1.2402464,0.3,0,,,
53,7.48,3.789,Jupiter,1.16,Jupiter,1.74,2.5,0.16,0,,,
85,8.2411,0.89,Jupiter,1.24,Jupiter,0.87,0.8164271,0.57,0,,,
220,8.8,1.6,Jupiter,1.21,Jupiter,2.9,5,0.7,0,,,
104,8.04,1.15,Jupiter,1.22,Jupiter,0.0925,0.029295003,0.03,0,,,
430,7.8,1.8,Jupiter,1.2,Jupiter,2.01,2.5,0.18,0,,,
486,8.34,3.31,Jupiter,1.17,Jupiter,4.1,7.2,0.56,0,,,
1624,7.57,10.95,Jupiter,1.11,Jupiter,1.25,1.2911705,0.27,0,,,
231,8.45,5.38,Jupiter,1.14,Jupiter,1.98,2.7,0.34,0,,,
343,8.928001,1.49,Jupiter,1.21,Jupiter,2.62,4.2,0.22,0,,,
168,7.66,1.42,Jupiter,1.21,Jupiter,1.44,1.8,0.33,0,,,
168,7.66,0.42,Jupiter,1.28,Jupiter,4.49,9.8,0.49,0,,,
167,8.413,2.5,Jupiter,1.18,Jupiter,6.15,15.8,0.61,0,,,
85,6.47,1.61,Jupiter,1.21,Jupiter,0.81,0.7069131,0.23,0,,,
85,6.47,0.82,Jupiter,1.24,Jupiter,5.8,13.7,0.12,0,,,
269,7.28103,5.91708,Jupiter,1.14,Jupiter,4.183784,6.6,0.16,0,,,
168,6.9456,13.1353,Jupiter,1.1,Jupiter,2.325263,3.3,0.34,0,,,
343,7.849,2.14,Jupiter,1.19,Jupiter,1.29,1.2711841,0.25,0,,,
156,7.91433,0.84,Jupiter,1.24,Jupiter,5.13,12.4,0.1,0,,,
142,7.89,0.16127,Jupiter,0.733,Jupiter,0.534309,0.38932237,0.65,0,,,
132,8.71,0.2,Jupiter,0.832,Jupiter,0.89,0.9034908,0.36,0,,,
507,9.899,7.66,Jupiter,1.13,Jupiter,1.2163,1.3138946,0.48,0,,,
259,7.52,0.865,Jupiter,1.24,Jupiter,0.154,0.053114302,0.02,0,,,
259,7.52,5.13,Jupiter,1.15,Jupiter,2.03,2.6,0.12,0,,,
155,7.61,2.2,Jupiter,1.19,Jupiter,5.15,11.6,0.02,0,,,
366,5.97272,19.87087,Jupiter,1.08,Jupiter,2.948979,3.1,0.1,0,,,
260,7.79,0.415,Jupiter,1.026,Jupiter,0.1097,0.031485286,0.25,0,,,
463,6.53329,15.73735,Jupiter,1.09,Jupiter,5.250541,7.5,0.68,0,,,
50,6.01,5.30264,Jupiter,1.14,Jupiter,7.343138,20.3,0.61,0,,,
121,7.20856,0.451,Jupiter,1.28,Jupiter,0.415,0.25845313,0.04,0,,,
121,7.20856,1.33,Jupiter,1.22,Jupiter,0.689,0.55304587,0.05,0,,,
121,7.20856,1.18,Jupiter,1.22,Jupiter,2.09,2.9,0.07,0,,,
121,7.20856,0.66,Jupiter,1.25,Jupiter,5,13.7,0.26,0,,,
109,7.25,9.69,Jupiter,1.11,Jupiter,1.5,1.8,0.41,0,,,
112,7.7,4.44,Jupiter,1.15,Jupiter,2.93,5.3,0.53,0,,,
317,7.46,3.07,Jupiter,1.17,Jupiter,2.78,3.6,0,0,,,
116,7.33,1.67,Jupiter,1.2,Jupiter,1.06,1.0576317,0.5,0,,,
85,5.7,0.25683,Jupiter,0.964,Jupiter,0.474065,0.29705682,0.13,0,,,
85,5.7,1.24444,Jupiter,1.22,Jupiter,1.038376,0.9620808,0.16,0,,,
85,5.7,11.07937,Jupiter,1.11,Jupiter,9.815941,27.8,0.28,0,,,
153,6.77005,1.21,Jupiter,1.22,Jupiter,0.0379,0.006023272,0.07,0,,,
223,9.2,3.532,Jupiter,1.16,Jupiter,1.988,2.8,0.2,0,,,
174,9.236,6.02,Jupiter,1.14,Jupiter,0.45,0.28473648,0.31,0,,,
441,6.57226,2.23,Jupiter,1.19,Jupiter,0.76,0.4826831,0.11,0,,,
58,6.61935,4.98051,Jupiter,1.15,Jupiter,11.938641,43.1,0.39,0,,,
743,8.495,2.3994,Jupiter,1.18,Jupiter,4.888326,7.5,0.08,0,,,
132,8.3,2.12,Jupiter,1.19,Jupiter,0.2388,0.12101301,0.47,0,,,
132,8.3,6.56,Jupiter,1.13,Jupiter,1.922,2.8,0.13,0,,,
42,5.37,1.21,Jupiter,1.22,Jupiter,1.32,1.4,0.26,0,,,
356,7.96,5.14,Jupiter,1.15,Jupiter,0.522,0.3192334,0.21,0,,,
356,7.96,2.3,Jupiter,1.19,Jupiter,1.36,1.3456537,0.23,0,,,
389,7.63,1.121,Jupiter,1.23,Jupiter,1.7,1.9,0.16,0,,,
186,7.69,0.85,Jupiter,1.24,Jupiter,2.45,2.8,0.52,0,,,
252,8.23,1.23,Jupiter,1.22,Jupiter,0.993,0.8996578,0.59,0,,,
252,8.23,5.16,Jupiter,1.15,Jupiter,6.15,13.9,0.13,0,,,
233,6.90498,1.3,Jupiter,1.22,Jupiter,1.04,0.90759754,0.16,0,,,
247,8.15,0.38,Jupiter,0.74,Jupiter,0.04364,0.007939767,0,0,,,
239,7.89,1.33,Jupiter,1.22,Jupiter,0.053,0.011225188,0.02,0,,,
66,7.08308,12.2018,Jupiter,1.1,Jupiter,12.278296,45.3,0.36,0,,,
471,6.2893,2.4,Jupiter,1.18,Jupiter,1.4,1.5,0.2,0,,,
623,8.36,2.75,Jupiter,1.18,Jupiter,1.262,1.173169,0.03,0,,,
92,7.03,2.71,Jupiter,1.18,Jupiter,6.7,16.1,0.38,0,,,
142,7.43,5.14148,Jupiter,1.15,Jupiter,14.10056,49.7,0.14,0,,,
287,9.18,2.661,Jupiter,1.18,Jupiter,4.187,8,0.53,0,,,
541,8.38,1.869,Jupiter,1.2,Jupiter,1.66,1.9,0.04,0,,,
59,7.83,27.31185,Jupiter,1.06,Jupiter,21.34978,111.4,0.15,0,,,
158,7.39,2.95,Jupiter,1.17,Jupiter,1.28,1.3672826,0.34,0,,,
60,6.76,0.82,Jupiter,1.24,Jupiter,4.21,9.2,0.04,0,,,
206,8.21,5.37,Jupiter,1.14,Jupiter,0.6,0.44873372,0.61,0,,,
207,7.24,2.45,Jupiter,1.18,Jupiter,1.29,1.1186858,0.46,0,,,
207,7.24,2.58,Jupiter,1.18,Jupiter,5.36,9.5,0.06,0,,,
189,7.0092,0.75,Jupiter,1.25,Jupiter,1.04,0.96564,0.21,0,,,
242,6.81,2.6,Jupiter,1.18,Jupiter,2,2.2,0.04,0,,,
142,7.28,0.99,Jupiter,1.23,Jupiter,0.63,0.5319644,0.17,0,,,
142,7.28,0.82,Jupiter,1.24,Jupiter,1.02,1.0729637,0.16,0,,,
90,7,5.8203,Jupiter,1.14,Jupiter,13.125939,47.1,0.07,0,,,
157,5.53,5.22768,Jupiter,1.14,Jupiter,8.301568,21.5,0.39,0,,,
118,8.07,9.42403,Jupiter,1.12,Jupiter,0.501896,0.36522928,0.65,0,,,
118,8.07,10.09039,Jupiter,1.11,Jupiter,5.484633,13.2,0.26,0,,,
185,6.67,0.74,Jupiter,1.25,Jupiter,1.88,2.3,0.22,0,,,
156,6.5,10.67,Jupiter,1.11,Jupiter,1.12,0.98425734,0.85,0,,,
309,7.47,1.53,Jupiter,1.21,Jupiter,1.5,1.4,0.29,0,,,
925,5.72291,14,Jupiter,1.1,Jupiter,2.1,2.2,0.13,0,,,
239,8.65,1.13,Jupiter,1.22,Jupiter,0.11,0.034496922,0.02,0,,,
239,8.65,1.9,Jupiter,1.2,Jupiter,0.8,0.68008214,0.08,0,,,
182,7.24,2.218,Jupiter,1.19,Jupiter,2.32,3.2,0.02,0,,,
182,7.24,0.768,Jupiter,1.25,Jupiter,1.032,0.9609856,0.18,0,,,
290,7.52,0.934,Jupiter,1.23,Jupiter,1.492,1.6,0.1,0,,,
290,7.52,3.62,Jupiter,1.16,Jupiter,3.584,5.9,0.1,0,,,
51,5.12,4.3,Jupiter,,,1.5,1.8,0.13,0,,,
51,5.12,4.4,Jupiter,,,4.17,10.8,0.1,0,,,
51,5.12,7,Jupiter,,,0.934,0.84298426,0.07,0,,,
350,5.88375,0.57,Jupiter,1.26,Jupiter,0.85,0.7646817,0.04,0,,,
123,6.834,0.26,Jupiter,0.971,Jupiter,0.36,0.20670773,0.25,0,,,
195,7.297,5.1,Jupiter,1.15,Jupiter,2.12,2.7,0.6,0,,,
101,9.1,9.84,Jupiter,1.11,Jupiter,0.08,0.022997946,0.28,0,,,
221,8,0.7836,Jupiter,1.24,Jupiter,0.362,0.20588636,0.74,0,,,
221,8,2.201,Jupiter,1.19,Jupiter,2.39,3.5,0.08,0,,,
173,8.1,0.443,Jupiter,1.28,Jupiter,0.87,0.7671458,0.24,0,,,
128,9.62,1.99792,Jupiter,1.19,Jupiter,1.331,1.8,0.35,0,,,
72,7.01227,0.36497,Jupiter,1.19,Jupiter,2.16,3.3,0.08,0,,,
207,9.36,2.89,Jupiter,1.18,Jupiter,1.13,1.1895962,0.2,0,,,
385,8.17,6.43,Jupiter,1.13,Jupiter,0.94,0.7392197,0.63,0,,,
147,9.33,3.53,Jupiter,1.16,Jupiter,5.42,14.1,0.73,0,,,
162,5.98796,1.7,Jupiter,1.2,Jupiter,1.32,1.1520876,0.09,0,,,
350,5.98894,0.85,Jupiter,1.24,Jupiter,0.1512,0.056673512,0.15,0,,,
129,6.92122,7.6231,Jupiter,1.13,Jupiter,0.292241,0.15906912,0.53,0,,,
129,6.92122,18.03941,Jupiter,1.08,Jupiter,2.840843,4.8,0.21,0,,,
136,7.95,0.27,Jupiter,0.993,Jupiter,0.07,0.017522246,0.11,0,,,
130,9.35,6.75311,Jupiter,1.13,Jupiter,10.932103,40.5,0.19,0,,,
130,9.44,9.07864,Jupiter,1.12,Jupiter,6.469422,18.4,0.66,0,,,
2455,9.19,8.79,Jupiter,1.12,Jupiter,1.36,1.5,0.64,0,,,
123,5.9,2.52834,Jupiter,1.18,Jupiter,0.764552,0.6179329,0.29,0,,,
123,5.9,7.11033,Jupiter,1.13,Jupiter,3.073402,5,0.25,0,,,
196,8.21,0.66,Jupiter,1.25,Jupiter,2.24,3.1,0.11,0,,,
745,7.732,10.13,Jupiter,1.11,Jupiter,1.31,0.98535246,0.17,0,,,
364,8.292,2.62,Jupiter,1.18,Jupiter,1.32,1.5,0.59,0,,,
146,8.61,8.8,Jupiter,1.12,Jupiter,2.57,4.2,0.23,0,,,
255,8.17,3.51,Jupiter,1.1,Jupiter,0.16278,0.05804244,0.68,0,,,
431,6.04188,2.7,Jupiter,1.18,Jupiter,1.16,0.8859685,0.21,0,,,
763,6.28209,4.2,Jupiter,1.16,Jupiter,1.7,1.6,0.4,0,,,
232,8.01,6.80125,Jupiter,1.13,Jupiter,2.306105,3.5,0.53,0,,,
423,8.020001,0.598,Jupiter,1.26,Jupiter,0.975,0.81697464,0.11,0,,,
145,7.535,0.87,Jupiter,1.24,Jupiter,1.42,1.7,0.13,0,,,
205,7.18,1.69,Jupiter,1.2,Jupiter,1.14,1.1227926,0.1,0,,,
205,7.18,0.15,Jupiter,0.702,Jupiter,0.5137,0.30362767,0.3,0,,,
134,7.97,8.03,Jupiter,1.12,Jupiter,0.34,0.19575633,0.11,0,,,
90,6.25,0.916,Jupiter,1.24,Jupiter,0.0443,0.008487337,0.02,0,,,
447,7.93,2.194,Jupiter,1.19,Jupiter,0.843,0.5850787,0.08,0,,,
404,7.89,3.18,Jupiter,1.17,Jupiter,3.87,6.2,0.15,0,,,
399,6.61519,20.13,Jupiter,1.08,Jupiter,1.46,1.0841889,0.26,0,,,
341,7.78,1.685,Jupiter,1.2,Jupiter,1.4,1.4,0.11,0,,,
156,8.59,9.37932,Jupiter,1.12,Jupiter,7.420228,20.8,0.73,0,,,
393,7.55,2.54,Jupiter,1.18,Jupiter,1.592,1.5,0.02,0,,,
88,8.4,0.64,Jupiter,1.26,Jupiter,1.76,2.6,0.28,0,,,
88,8.4,0.54,Jupiter,1.27,Jupiter,3,6,0.48,0,,,
73,7.518,9.80228,Jupiter,1.11,Jupiter,17.521435,79.4,0.19,0,,,
196,7.84,0.4,Jupiter,1.25,Jupiter,1.85,2.6,0.26,0,,,
177,7.86,3.46739,Jupiter,1.17,Jupiter,1.459291,1.7,0.38,0,,,
177,7.86,9.31015,Jupiter,1.12,Jupiter,5.581571,12.8,0.05,0,,,
198,5.88639,0.31,Jupiter,1.08,Jupiter,0.94,0.784668,0,0,,,
198,5.88639,0.3,Jupiter,1.06,Jupiter,1.334,1.3259411,0,0,,,
198,5.88639,0.45,Jupiter,1.28,Jupiter,1.92,2.3,0,0,,,
170,6.67973,1.01,Jupiter,1.23,Jupiter,0.077,0.018617386,0.23,0,,,
150,7.22,0.836,Jupiter,1.24,Jupiter,2.1,2.8,0.25,0,,,
150,7.83,0.523,Jupiter,1.27,Jupiter,0.0426,0.008487337,0.01,0,,,
150,7.83,1.99,Jupiter,1.19,Jupiter,4.89,10.4,0.25,0,,,
531,7.81,3.4,Jupiter,1.17,Jupiter,1.82,2.1,0.04,0,,,
165,8.24,1.5,Jupiter,1.21,Jupiter,1.203,1.2626969,0.14,0,,,
210,7.34,29.14349,Jupiter,1.06,Jupiter,11.958319,40,0.03,0,,,
64,7.67,1.13,Jupiter,1.13,Jupiter,0.03126,0.006023272,0,0,,,
205,7.3,5.4332,Jupiter,1.14,Jupiter,2.405224,3.1,0.56,0,,,
52,5.738,1.8,Jupiter,1.2,Jupiter,3.9,7.8,0.34,0,,,
178,7.78,1.985,Jupiter,1.19,Jupiter,2.231,3.2,0.22,0,,,
483,8.76,3.1,Jupiter,1.17,Jupiter,5.5,13.4,0.57,0,,,
214,8.09,9.34112,Jupiter,1.12,Jupiter,2.746858,4.4,0.21,0,,,
175,8.97,0.35302,Jupiter,1.16,Jupiter,0.407,0.2767967,0.03,0,,,
175,8.97,2.07659,Jupiter,1.19,Jupiter,3.2,6,0,0,,,
64,7.79,0.56,Jupiter,1.26,Jupiter,0.15,0.06680356,0.05,0,,,
234,6.45591,2.096,Jupiter,1.19,Jupiter,1.063,0.93333334,0.08,0,,,
262,8.99,11.26401,Jupiter,1.11,Jupiter,11.043187,35.9,0.25,0,,,
123,6.87591,3.98,Jupiter,1.16,Jupiter,0.14,0.049828887,0.01,0,,,
165,7.5,3.18,Jupiter,1.17,Jupiter,2.51,3.8,0.23,0,,,
130,6.51,12.5,Jupiter,1.1,Jupiter,5.02,10,0.66,0,,,
865,6.55594,8.5,Jupiter,1.12,Jupiter,1.1,1.100616,0.2,0,,,
111,6.39677,2.58,Jupiter,1.18,Jupiter,2.37,3.7,0.48,0,,,
108,6.82294,0.79,Jupiter,1.24,Jupiter,2.07,2.8,0.22,0,,,
79,6.98,0.13487,Jupiter,0.66,Jupiter,0.425988,0.27268994,0.37,0,,,
73,5.06345,1.37,Jupiter,1.21,Jupiter,1.305,1.276386,0.06,0,,,
237,6.48605,1.599,Jupiter,1.21,Jupiter,1.565,1.7,0.09,0,,,
237,6.48605,1.214,Jupiter,1.22,Jupiter,1.96,2.3,0.24,0,,,
150,8.08,17.9,Jupiter,1.08,Jupiter,2.41,3.5,0.22,0,,,
615,8.23,1.996,Jupiter,,,1.566,1.4,0.01,0,,,
615,8.23,1.864,Jupiter,,,2.342,2.6,0.03,0,,,
527,8.324,1.017,Jupiter,1.545,Jupiter,0.05208,0.009034907,0.04,0,,,
128,8.45,11,Jupiter,1.29,Jupiter,487.1,11094.6,0,0,,,
201,4.28,3.494,Jupiter,1.17,Jupiter,1.768964,1.4,0.73,0,,,
201,4.28,7.47507,Jupiter,1.13,Jupiter,5.068253,6.8,0.2,0,,,
237,8.23,7.8,Jupiter,1.12,Jupiter,2.73,4.3,0.29,0,,,
280,9,6.29,Jupiter,1.14,Jupiter,2.2,3.1,0.71,0,,,
156,7.99,4.88801,Jupiter,1.15,Jupiter,3.183074,5.6,0.1,0,,,
156,7.99,15.23151,Jupiter,1.09,Jupiter,7.444845,20.1,0.25,0,,,
94,8.45,0.23,Jupiter,0.903,Jupiter,2.55,4.7,0.37,0,,,
283,7.84,0.38835,Jupiter,1.23,Jupiter,0.177326,0.06926762,0.15,0,,,
302,8.56,1.37,Jupiter,1.21,Jupiter,0.896,0.76605064,0.27,0,,,
480,8.34,2.036,Jupiter,1.19,Jupiter,1.74,1.8,0.1,0,,,
133,6.68804,28,Jupiter,1.25,Jupiter,9.6,25.6,0.14,0,,,
133,6.68804,12.7,Jupiter,1.46,Jupiter,3.53,5.7,0.41,0,,,
117,7.36,1.4878,Jupiter,1.21,Jupiter,1.3649,1.6,0.95,0,,,
192,8.78,0.56,Jupiter,1.26,Jupiter,0.586,0.43832994,0.2,0,,,
192,8.78,0.73,Jupiter,1.25,Jupiter,2.112,3.2,0.27,0,,,
147,7.47,0.52,Jupiter,1.27,Jupiter,0.524,0.3561944,0.24,0,,,
1018,6.38984,9.9,Jupiter,1.11,Jupiter,2.1,2.4,0.08,0,,,
156,9.92,1.25,Jupiter,1.22,Jupiter,0.95,1.0428474,0.75,0,,,
220,6.50821,1.4,Jupiter,1.21,Jupiter,1.05,0.96564,0.07,0,,,
158,7.65,0.73,Jupiter,1.39,Jupiter,0.04707,0.009582478,0,0,,,
138,7.83,0.4817,Jupiter,1.27,Jupiter,1.487,1.8,0.24,0,,,
69,6.54348,1.29,Jupiter,1.22,Jupiter,1.13,1.2106776,0.48,0,,,
177,5.93022,1.808,Jupiter,1.2,Jupiter,1.148,0.969473,0.03,0,,,
271,8.48,5.54,Jupiter,1.14,Jupiter,0.768,0.61273104,0.08,0,,,
211,8.59,0.67,Jupiter,1.25,Jupiter,2.656,4.3,0.68,0,,,
177,7.76,0.51,Jupiter,1.27,Jupiter,0.03,0.006023272,0,0,,,
363,7.6,2.39,Jupiter,1.18,Jupiter,1.19,1.0422999,0.08,0,,,
133,6.81,5.58,Jupiter,1.14,Jupiter,1.89,2.4,0.42,0,,,
210,8.17,3.5,Jupiter,1.17,Jupiter,13,46.6,0.53,0,,,
95,7.88,0.20734,Jupiter,0.85,Jupiter,0.362,0.23080082,0.4,0,,,
331,8.06,19.59946,Jupiter,1.08,Jupiter,3.078036,5.1,0.16,0,,,
132,8.96,0.33,Jupiter,1.11,Jupiter,1.282,1.6,0.49,0,,,
108,6.03,1.26,Jupiter,1.22,Jupiter,2.56,3.6,0.07,0,,,
87,6.04,2.223,Jupiter,1.19,Jupiter,2.497,3.7,0.32,0,,,
1227,9.229,1.05,Jupiter,1.23,Jupiter,0.61,0.40684465,0.38,0,,,
120,8.11,0.57,Jupiter,1.26,Jupiter,0.46,0.32443532,0.37,0,,,
65,6.155,1.3,Jupiter,1.22,Jupiter,0.08,0.01943874,0.13,0,,,
65,6.155,2.6,Jupiter,1.18,Jupiter,5.32,11.7,0.52,0,,,
181,7.78,13.85303,Jupiter,1.1,Jupiter,2.44502,3.6,0.31,0,,,
215,8.520001,21.6,Jupiter,1.08,Jupiter,4.56,9.6,0.76,0,,,
202,8.05,0.5916,Jupiter,1.26,Jupiter,3.748429,7,0.16,0,,,
94,8.6,0.2,Jupiter,0.832,Jupiter,0.69,0.6179329,0.3,0,,,
95,6.12,9.75299,Jupiter,1.11,Jupiter,5.935698,15,0.77,0,,,
21,5.56911,0.34,Jupiter,1.14,Jupiter,3.11,6.2,0.06,0,,,
342,5.84863,0.78,Jupiter,1.24,Jupiter,0.94,0.7542779,0.11,0,,,
539,8.909,1,Jupiter,1.23,Jupiter,3.2,5.7,0.4,0,,,
238,8.04,17.0123,Jupiter,1.09,Jupiter,5.657321,13.1,0.81,0,,,
1059,6.40607,16.64,Jupiter,1.09,Jupiter,1.6,1.8,0.14,0,,,
210,8.92,0.2,Jupiter,0.832,Jupiter,2.729,4.7,0.19,0,,,
153,7.74,1.118,Jupiter,1.23,Jupiter,3.396,6.2,0.05,0,,,
165,7.10831,1.45,Jupiter,1.21,Jupiter,4.94,10.2,0.51,0,,,
211,7.98,3.18,Jupiter,1.17,Jupiter,0.74,0.5982204,0.4,0,,,
182,7.82,3.09,Jupiter,1.17,Jupiter,1.25,1.2487338,0.08,0,,,
312,8.15,0.19,Jupiter,0.836,Jupiter,0.1228,0.039151266,0.12,0,,,
102,5.82,20.0215,Jupiter,1.08,Jupiter,8.416586,23.6,0.08,0,,,
182,7.457,1.61,Jupiter,1.21,Jupiter,2.306,3.2,0.12,0,,,
297,7.47,1.56,Jupiter,1.21,Jupiter,1.83,2.4,0.08,0,,,
165,7.11716,2.12,Jupiter,1.19,Jupiter,5.14,11,0.16,0,,,
138,7.68,8.37,Jupiter,1.12,Jupiter,1.34,1.6,0.73,0,,,
258,8.06,7.02951,Jupiter,1.13,Jupiter,2.373375,3.3,0.48,0,,,
305,8.23,0.7,Jupiter,1.25,Jupiter,0.191,0.07310062,0.1,0,,,
526,7.85,2.12,Jupiter,1.19,Jupiter,1.9,2.4,0.03,0,,,
106,8.78,13.65,Jupiter,1.1,Jupiter,1.167,1.4,0.82,0,,,
